DBInstanceIdentifier	DBInstanceClass	Engine	DBInstanceStatus	MasterUsername	DBName	AllocatedStorage	InstanceCreateTime	PreferredBackupWindow	BackupRetentionPeriod	DBSecurityGroups	VpcSecurityGroups	DBParameterGroups	AvailabilityZone	PreferredMaintenanceWindow	MultiAZ	EngineVersion	AutoMinorVersionUpgrade	ReadReplicaDBInstanceIdentifiers	LicenseModel	OptionGroupMemberships	PubliclyAccessible	StorageType	DbInstancePort	DBClusterIdentifier	StorageEncrypted	KmsKeyId	DbiResourceId	CACertificateIdentifier	DomainMemberships	CopyTagsToSnapshot	MonitoringInterval	EnhancedMonitoringResourceArn	MonitoringRoleArn	PromotionTier	DBInstanceArn	IAMDatabaseAuthenticationEnabled	PerformanceInsightsEnabled	PerformanceInsightsKMSKeyId	PerformanceInsightsRetentionPeriod	EnabledCloudwatchLogsExports	DeletionProtection	AssociatedRoles	TagList	CustomerOwnedIpEnabled	BackupTarget	Endpoint.Address	Endpoint.Port	Endpoint.HostedZoneId	DBSubnetGroup.DBSubnetGroupName	DBSubnetGroup.DBSubnetGroupDescription	DBSubnetGroup.VpcId	DBSubnetGroup.SubnetGroupStatus	DBSubnetGroup.Subnets	LatestRestorableTime	SecondaryAvailabilityZone	MaxAllocatedStorage	ActivityStreamStatus	ReadReplicaSourceDBInstanceIdentifier	StatusInfos	Iops	region_code
affiliate-track-prod-0	db.r6g.xlarge	aurora-mysql	available	gds_admin	affiliate_track_production	1	2022-07-13 07:14:12.200000+00:00	10:11-10:41	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	tue:09:18-tue:09:48	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	affiliate-track-prod	True	arn:aws:kms:us-west-1:497256801702:key/mrk-20435c510ff141608437364b96e1ca20	db-P4AIBDKBXBMSD5PXMF6AS5CDBA	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-P4AIBDKBXBMSD5PXMF6AS5CDBA	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:affiliate-track-prod-0	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/Affiliates'}, {'Key': 'TenantTeam', 'Value': 'gpn-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'Affiliates'}, {'Key': 'environment', 'Value': 'affiliate-track-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-29278'}]	False	region	affiliate-track-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
affiliate-track-prod-1	db.r6g.xlarge	aurora-mysql	available	gds_admin	affiliate_track_production	1	2022-07-13 07:04:30.655000+00:00	10:11-10:41	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	sun:08:04-sun:08:34	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	affiliate-track-prod	True	arn:aws:kms:us-west-1:497256801702:key/mrk-20435c510ff141608437364b96e1ca20	db-K4OVZAQYR5XRDRD75AUDP5RKYE	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-K4OVZAQYR5XRDRD75AUDP5RKYE	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:affiliate-track-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/Affiliates'}, {'Key': 'TenantTeam', 'Value': 'gpn-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'Affiliates'}, {'Key': 'environment', 'Value': 'affiliate-track-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-29278'}]	False	region	affiliate-track-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
aflrta-prod-0	db.r6g.large	aurora-mysql	available	gds_admin	aflrta_prod	1	2022-02-10 10:53:03.962000+00:00	09:01-09:31	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	thu:13:12-thu:13:42	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	aflrta-prod	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-K3MCMORCS6ER47TIBA6D6SQGCU	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-K3MCMORCS6ER47TIBA6D6SQGCU	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:aflrta-prod-0	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/affiliates'}, {'Key': 'TenantTeam', 'Value': 'gpn-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'affiliates'}, {'Key': 'environment', 'Value': 'aflrta-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-32702'}]	False	region	aflrta-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
aflrta-prod-1	db.r6g.large	aurora-mysql	available	gds_admin	aflrta_prod	1	2022-02-10 10:44:36.982000+00:00	09:01-09:31	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	mon:09:28-mon:09:58	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	aflrta-prod	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-HVC4PE3CVYKOZYUBZOFUFFOG6I	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-HVC4PE3CVYKOZYUBZOFUFFOG6I	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:aflrta-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/affiliates'}, {'Key': 'TenantTeam', 'Value': 'gpn-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'affiliates'}, {'Key': 'environment', 'Value': 'aflrta-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-32702'}]	False	region	aflrta-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
ambari-sac1-prod	db.r5.xlarge	postgres	available	gds_admin	ambari_sac1_prod	300	2022-01-10 13:45:31.897000+00:00	03:00-06:00	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-large', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	mon:00:00-mon:03:00	True	11.15	False	['ambari-sac1-prod-1']	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-HGTWAVKQWF76WZCQR4NG6HTIIM	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-HGTWAVKQWF76WZCQR4NG6HTIIM	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:ambari-sac1-prod	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/gdoop'}, {'Key': 'TenantTeam', 'Value': 'gdoop-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'gdoop'}, {'Key': 'environment', 'Value': 'ambari-sac1-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-32568'}]	False	region	ambari-sac1-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	2022-08-04 12:29:35+00:00	us-west-1c	500.0	stopped	nan	nan	nan	usw1
ambari-sac1-prod-1	db.r5.xlarge	postgres	available	gds_admin	ambari_sac1_prod	300	2022-01-11 06:20:23.532000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-large', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-ORPH6Y3O6I2TTL6N7IS54Y5B2E	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-ORPH6Y3O6I2TTL6N7IS54Y5B2E	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:ambari-sac1-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/gdoop'}, {'Key': 'TenantTeam', 'Value': 'gdoop-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'gdoop'}, {'Key': 'environment', 'Value': 'ambari-sac1-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-32568'}]	False	region	ambari-sac1-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	us-west-1c	500.0	stopped	ambari-sac1-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	usw1
ambari-sac1-sox-prod	db.r5.large	postgres	available	gds_admin	ambari_sac1_sox_prod	500	2022-01-19 06:57:28.105000+00:00	03:00-06:00	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	mon:00:00-mon:03:00	True	11.15	False	['ambari-sac1-sox-prod-1']	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-RG34MWVXP45FXLMI4DNXATLO34	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-RG34MWVXP45FXLMI4DNXATLO34	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:ambari-sac1-sox-prod	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/gdoop'}, {'Key': 'TenantTeam', 'Value': 'gdoop-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'gdoop'}, {'Key': 'environment', 'Value': 'ambari-sac1-sox-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-32657'}]	False	region	ambari-sac1-sox-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	2022-08-04 12:34:36+00:00	us-west-1a	1000.0	stopped	nan	nan	nan	usw1
ambari-sac1-sox-prod-1	db.r5.large	postgres	available	gds_admin	ambari_sac1_sox_prod	500	2022-01-19 07:16:04.032000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-M5CVQVBJGG43GKOJF65JN35VSU	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-M5CVQVBJGG43GKOJF65JN35VSU	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:ambari-sac1-sox-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/gdoop'}, {'Key': 'TenantTeam', 'Value': 'gdoop-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'gdoop'}, {'Key': 'environment', 'Value': 'ambari-sac1-sox-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-32657'}]	False	region	ambari-sac1-sox-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	us-west-1c	1000.0	stopped	ambari-sac1-sox-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	usw1
ambari-sox-prod	db.r5.xlarge	postgres	available	gds_admin	ambari_sox	300	2022-01-10 09:57:27.614000+00:00	03:00-06:00	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-large', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	mon:00:00-mon:03:00	True	11.15	False	['ambari-sox-prod-1']	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-U3BJCCQ7JVUVZLSEUKHTMXQJSA	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-U3BJCCQ7JVUVZLSEUKHTMXQJSA	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:ambari-sox-prod	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/gdoop'}, {'Key': 'TenantTeam', 'Value': 'shawshank@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'gdoop'}, {'Key': 'environment', 'Value': 'ambari-sox-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-32570'}]	False	region	ambari-sox-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	2022-08-04 12:29:36+00:00	us-west-1a	500.0	stopped	nan	nan	nan	usw1
ambari-sox-prod-1	db.r5.xlarge	postgres	available	gds_admin	ambari_sox	300	2022-01-10 10:16:30.367000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-large', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-3WYQJCAZHOGHOMCBVHDZY4EH3I	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-3WYQJCAZHOGHOMCBVHDZY4EH3I	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:ambari-sox-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/gdoop'}, {'Key': 'TenantTeam', 'Value': 'shawshank@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'gdoop'}, {'Key': 'environment', 'Value': 'ambari-sox-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-32570'}]	False	region	ambari-sox-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	us-west-1a	500.0	stopped	ambari-sox-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	usw1
analytics-prod-0	db.r6g.large	aurora-mysql	available	gds_admin	analytics_prod	1	2021-06-02 14:56:59.893000+00:00	12:46-13:16	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	wed:10:29-wed:10:59	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	analytics-prod	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-DTI3FHRXOWWWH6GZET4JJMBH6I	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-DTI3FHRXOWWWH6GZET4JJMBH6I	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:analytics-prod-0	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/affiliates'}, {'Key': 'TenantTeam', 'Value': 'gpn-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'affiliates'}, {'Key': 'environment', 'Value': 'analytics-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-29738'}]	False	region	analytics-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
analytics-prod-1	db.r6g.large	aurora-mysql	available	gds_admin	analytics_prod	1	2021-06-02 14:48:22.507000+00:00	12:46-13:16	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	tue:12:02-tue:12:32	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	analytics-prod	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-FKDCQ3557VDLD4QQ4ISXLKYKLA	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-FKDCQ3557VDLD4QQ4ISXLKYKLA	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:analytics-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/affiliates'}, {'Key': 'TenantTeam', 'Value': 'gpn-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'affiliates'}, {'Key': 'environment', 'Value': 'analytics-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-29738'}]	False	region	analytics-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
