hostid	engine	Original JIRA	Core/Non-Core	Service Portal	DB_instance	Size	Blocker	Excelformula for pkmissing sheet	On-premise IP-RW	 DB VIP - RW	RDS VIP - RW	On-premise IP-RO	 DB VIP - RO	RDS VIP - RO	Region replica	jira	Expected Date	In Progress	Route53 RW Endpoint	Route53 RO Endpoint	Notes	Encrypted	hostid_dbname
gds_prod_dub1_db002	postgresql	GDS-4926	Core	goods_inbound_scheduler	goods_inb_sched_prod	SUNSET			10.13.110.32	gds-dub1-prod-goods-inb-sched-rw-vip.dub1	dedicated	10.13.184.32	gds-dub1-prod-goods-inb-sched-ro-vip.dub1			GDS-32573		Decommissioned					gds_prod_dub1_db002goods_inb_sched_prod
gds_prod_dub1_db002	postgresql	GDS-5176	Non-Core	mx-merchant-reporting	dealcap_prod	205 MB 		Yes	10.13.110.33	gds-dub1-prod-dealcap-rw-vip.dub1	pg-noncore-emea-251-prod	10.13.184.33	gds-dub1-prod-dealcap-ro-vip.dub1			GDS-32386		Migrated	gds-pg-noncore-emea-251-prod-rw.prod.eu-west-1.aws.groupondev.com	gds-pg-noncore-emea-251-prod-ro.prod.eu-west-1.aws.groupondev.com			gds_prod_dub1_db002dealcap_prod
gds_prod_dub1_db002	postgresql	GDS-10388	Non-Core	goods-market-pricing	goods_mktprice_prod	7188 kB		No	10.13.110.47	gds-dub1-prod-goods-mktprice-rw-vip.dub1	pg-noncore-emea-253-prod	10.13.184.47	gds-dub1-prod-goods-mktprice-ro-vip.dub1			GDS-32762		Decommissioned					gds_prod_dub1_db002goods_mktprice_prod
gds_prod_dub1_db002	postgresql	GDS-10910	Core	conveyor#anchor_conveyor__deployment-pip	activiti_dub1_prod	3893 MB	No	No	10.13.110.49	gds-dub1-prod-activiti-dub1-rw-vip.dub1	dedicated	10.13.184.49	gds-dub1-prod-activiti-dub1-ro-vip.dub1			GDS-29799		Decommissioned					gds_prod_dub1_db002activiti_dub1_prod
gds_prod_dub1_db002	postgresql	GDS-7837	Core	gdoop	ambari_prod	269 MB	PK Missing	Yes	10.13.110.40	gds-dub1-prod-ambari-rw-vip.dub1	dedicated	10.13.184.40	gds-dub1-prod-ambari-ro-vip.dub1			GDS-32574		Migrated					gds_prod_dub1_db002ambari_prod
gds_prod_dub1_db003	mysql	GDS-6083	Non-Core	seo-mds	merchant_data_prod	77.1 GB		#N/A	10.13.110.55	gds-dub1-prod-merchantdata-ro1-vip.dub1	gds-my-noncore-gl-441-prod-rw.prod.us-west-1.aws.groupondev.com	10.13.184.55	gds-dub1-prod-merchantdata-ro2-vip.dub1	gds-my-noncore-gl-441-prod-ro.prod.us-west-1.aws.groupondev.com	Yes			Not Started					gds_prod_dub1_db003merchant_data_prod
gds_prod_dub1_db003	mysql	GDS-11108	Core	staas	staas_prod	0.0 GB		#N/A	10.13.110.66	gds-dub1-prod-staas-ro1-vip.dub1	global	10.13.184.66	gds-dub1-prod-staas-ro2-vip.dub1		Yes	GDS-34237		Not Started			TO be decommissioned		gds_prod_dub1_db003staas_prod
gds_prod_dub1_db003	mysql	GDS-6058			goods_itemmaster_prod	27.8 GB		#N/A	10.13.110.58	gds-dub1-prod-itemmaster-ro1-vip.dub1		10.13.184.58	gds-dub1-prod-itemmaster-ro2-vip.dub1		Yes			Not Started					gds_prod_dub1_db003goods_itemmaster_prod
gds_prod_dub1_db003	mysql	GDS-6441	Core	getaways-content	getaways_content_prod	40.7 GB		#N/A	10.13.110.60	gds-dub1-prod-getaways-cont-ro1-vip.dub1	global	10.13.184.60	gds-dub1-prod-getaways-cont-ro2-vip.dub1	gds-getaways-content-prod-replica-ro.prod.eu-west-1.aws.groupondev.com	Yes	GDS-31742		Migrated					gds_prod_dub1_db003getaways_content_prod
gds_prod_dub1_db003	mysql	GDS-6084	Core	pricing_service	pricing_prod	1365.2 GB		#N/A	10.13.110.53	gds-dub1-prod-pricing-ro1-vip.dub1	global	10.13.184.53	gds-dub1-prod-pricing-ro-dns.dub1	gds-pricing-prod-replica-ro.prod.eu-west-1.aws.groupondev.com	Yes	GDS-19970		Migrated					gds_prod_dub1_db003pricing_prod
gds_prod_dub1_db003	mysql	GDS-10507	Core	janus	janus_prod	12.5 GB		#N/A	10.13.110.65	gds-dub1-prod-janus-ro1-vip.dub1	global	10.13.184.65	gds-dub1-prod-janus-ro2-vip.dub1	gds-janus-prod-emea-ro.prod.eu-west-1.aws.groupondev.com	Yes	GDS-34238		Not Started					gds_prod_dub1_db003janus_prod
gds_prod_dub1_db003	mysql	GDS-6082	Core		geoplaces_prod	1.7 GB		#N/A	10.13.110.56	gds-dub1-prod-geoplaces-ro1-vip.dub1	dedicated	10.13.184.56	gds-dub1-prod-geoplaces-ro-dns.dub1		Yes			Unknown			No App Connections and DB is read only		gds_prod_dub1_db003geoplaces_prod
gds_prod_dub1_db003	mysql	GDS-10259			login_prod	1.4 GB		#N/A	10.13.110.64	gds-dub1-prod-login-rw-vip.dub1		10.13.184.64	gds-dub1-prod-login-ro-vip.dub1		Yes			Unknown			No App Connections and DB is read only		gds_prod_dub1_db003login_prod
gds_prod_dub1_db003	mysql	GDS-6060	Core	deal-catalog	dealservice_prod	1931.6 GB		#N/A	10.13.110.52	gds-dub1-prod-dealservice-ro1-vip.dub1	global	10.13.184.52	gds-dub1-prod-dealservice-ro-dns.dub1	gds-dealservice-prod-replica-new-ro.prod.eu-west-1.aws.groupondev.com	Yes	GDS-32172		In Progress			Marked as duplicate		gds_prod_dub1_db003dealservice_prod
gds_prod_dub1_db003	mysql	GDS-15287	Core	tronicon_service	tronicon_cms_prod	0.7 GB		#N/A	10.13.110.67	gds-dub1-prod-tronicon-cms-rw-vip.dub1	global	10.13.184.67	gds-dub1-prod-tronicon-cms-ro-vip.dub1	gds-tronicon-cms-prod-replica-ro.prod.eu-west-1.aws.groupondev.com	Yes			Migrated					gds_prod_dub1_db003tronicon_cms_prod
gds_prod_dub1_db003	mysql	GDS-6078			taxonomy_prod			#N/A	10.13.110.54	gds-dub1-prod-taxonomy-ro1-vip.dub1		10.13.184.54	gds-dub1-prod-taxonomy-ro2-vip.dub1		Yes			Decommissioned					gds_prod_dub1_db003taxonomy_prod
gds_prod_dub1_db003	mysql	GDS-6529	Core	client-id#anchor_client-id__app	client_id_prod	4.2 GB		#N/A	10.13.110.57	gds-dub1-prod-clientid-ro1-vip.dub1	global	10.13.184.57	gds-dub1-prod-clientid-ro2-vip.dub1	gds-client-id-prod-replica-ro.prod.eu-west-1.aws.groupondev.com	Yes	GDS-20008		Migrated					gds_prod_dub1_db003client_id_prod
gds_prod_dub1_db003	mysql	GDS-7538		PAGE DOESNOT EXIST	coupon_prod	578.4 GB		#N/A	10.13.110.63	gds-dub1-prod-coupon-ro1-vip.dub1		10.13.184.63	gds-dub1-prod-coupon-ro2-vip.dub1		Yes			Not Started			Slave of gds-snc1-prod-db043m1.snc1		gds_prod_dub1_db003coupon_prod
gds_prod_dub1_db003	mysql	GDS-6059	Core	voucher-inventory	voucherinventory_prod	473.2 GB		#N/A	10.13.110.51	gds-dub1-prod-voucherinventory-ro1-vip.dub1	global	10.13.184.51	gds-dub1-prod-voucherinventory-ro2-vip.dub1	gds-vis-prod-replica-ro.prod.eu-west-1.aws.groupondev.com	Yes	GDS-19966		Migrated					gds_prod_dub1_db003voucherinventory_prod
gds_prod_dub1_db003	mysql	GDS-6443	Core	getaways-inventory	gtwy_travel_inv_prod	361.4 GB		#N/A	10.13.110.62	gds-dub1-prod-gtwy-travel-inv-ro1-vip.dub1	global	10.13.184.62	gds-dub1-prod-gtwy-travel-inv-ro2-vip.dub1		Yes	GDS-32460		Not Started			Slave of gds-snc1-prod-db039m1.snc1		gds_prod_dub1_db003gtwy_travel_inv_prod
gds_prod_dub1_db004	postgresql	GDS-4641	Core	ugc-async	ugc_prod	679 GB	PK Missing	Yes	10.13.110.61	gds-dub1-prod-ugc-rw-vip.dub1	dedicated	10.13.184.61	gds-dub1-prod-ugc-ro-vip.dub1			GDS-32575		Migrated				No	gds_prod_dub1_db004ugc_prod
gds_prod_dub1_db005	mysql	GDS-7185	Core	bookingtool	book_tool_demo_prod	0.0 GB		#N/A	10.13.110.171	gds-dub1-prod-book-tool-demo-rw-vip.dub1	dedicated	10.13.184.171	gds-dub1-prod-book-tool-demo-ro-vip.dub1			GDS-30209		Not Started			DB is up with no app connections.		gds_prod_dub1_db005book_tool_demo_prod
gds_prod_dub1_db005	mysql	GDS-11384	Core	gdoop	ranger_prod	1.3 GB		#N/A	10.13.110.177	gds-dub1-prod-ranger-rw-vip.dub1	gds-ranger-prod-rw.prod.eu-west-1.aws.groupondev.com	10.13.184.177	gds-dub1-prod-ranger-ro-vip.dub1	gds-ranger-prod-ro.prod.eu-west-1.aws.groupondev.com		GDS-29753		Migrated					gds_prod_dub1_db005ranger_prod
gds_prod_dub1_db005	mysql	GDS-6447	Core	goods_prod	goods_prod	5.5 GB		#N/A	10.13.110.164	gds-dub1-prod-goods-rw-vip.dub1	gds-goods-prod-rw.prod.eu-west-1.aws.groupondev.com	10.13.184.164	gds-dub1-prod-goods-ro-vip.dub1	gds-goods-prod-ro.prod.eu-west-1.aws.groupondev.com		GDS-34381		In Progress					gds_prod_dub1_db005goods_prod
gds_prod_dub1_db005	mysql	GDS-7988	Core	online_booking_3rd_party	ol_book_appnt_prod	13.5 GB		#N/A	10.13.110.169	gds-dub1-prod-ol-book-appnt-rw-vip.dub1	gds-ol-book-appnt-prod-rw.prod.eu-west-1.aws.groupondev.com	10.13.184.169	gds-dub1-prod-ol-book-appnt-ro-vip.dub1	gds-ol-book-appnt-prod-ro.prod.eu-west-1.aws.groupondev.com		GDS-29754		In Progress			Cutover is pending		gds_prod_dub1_db005ol_book_appnt_prod
gds_prod_dub1_db005	mysql	GDS-6454			gpn_prod	165.4 GB		#N/A	10.13.110.166	gds-dub1-prod-gpn-rw-vip.dub1		10.13.184.166	gds-dub1-prod-gpn-ro-vip.dub1					Unknown					gds_prod_dub1_db005gpn_prod
gds_prod_dub1_db005	mysql	GDS-13979	Core	giftcard_service	giftcard_prod	0 GB		#N/A	10.13.110.180	gds-dub1-prod-giftcard-rw-vip.dub1	gds-giftcard-prod-rw.prod.eu-west-1.aws.groupondev.com	10.13.184.180	gds-dub1-prod-giftcard-ro-vip.dub1	gds-giftcard-prod-ro.prod.eu-west-1.aws.groupondev.com		GDS-29755		Migrated					gds_prod_dub1_db005giftcard_prod
gds_prod_dub1_db005	mysql	GDS-9494	Core	goods-inventory-service	goods_job_sched_prod	0 GB		#N/A	10.13.110.172	gds-dub1-prod-goods-job-sched-rw-vip.dub1	gds-goods-job-sched-prod-rw.prod.eu-west-1.aws.groupondev.com	10.13.184.172	gds-dub1-prod-goods-job-sched-ro-vip.dub1	gds-goods-job-sched-prod-ro.prod.eu-west-1.aws.groupondev.com		GDS-29756		Migrated					gds_prod_dub1_db005goods_job_sched_prod
gds_prod_dub1_db005	mysql	GDS-10528 _SOX_	Core	affiliate-programs	affiliates_prog_prod	0 GB		#N/A	10.13.110.176	gds-dub1-prod-affiliates-programs-rw-vip.dub1	gds-affiliates-prog-prod-rw.prod.eu-west-1.aws.groupondev.com	10.13.184.176	gds-dub1-prod-affiliates-programs-ro-vip.dub1	gds-affiliates-prog-prod-ro.prod.eu-west-1.aws.groupondev.com		GDS-29757		Migrated					gds_prod_dub1_db005affiliates_prog_prod
gds_prod_dub1_db005	mysql	GDS-6840			surveys_intl_prod	135GB		#N/A	10.13.110.165	gds-dub1-prod-surveys-intl-rw-vip.dub1		10.13.184.165	gds-dub1-prod-surveys-intl-ro-vip.dub1					Unknown			No App connections 		gds_prod_dub1_db005surveys_intl_prod
gds_prod_dub1_db005	mysql	GDS-6459			social_raf_prod	51.6 GB		#N/A	10.13.110.162	gds-dub1-prod-social-raf-rw-vip.dub1		10.13.184.162	gds-dub1-prod-social-raf-ro-vip.dub1			GDS-32122		Decommissioned					gds_prod_dub1_db005social_raf_prod
gds_prod_dub1_db005	mysql	GDS-7994	Core	artifactory	artif_prod			#N/A	10.13.110.170	gds-dub1-prod-artif-rw-vip.dub1	dedicated	10.13.184.170	gds-dub1-prod-artif-ro-vip.dub1			GDS-7994		Decommissioned					gds_prod_dub1_db005artif_prod
gds_prod_dub1_db005	mysql	GDS-7959	Core	gdoop	hive_production	0 GB		#N/A	10.13.110.163	gds-dub1-prod-hive-gdoop-rw-vip.dub1	gds-hive-production-rw.prod.eu-west-1.aws.groupondev.com	10.13.184.163	gds-dub1-prod-hive-gdoop-ro-vip.dub1	gds-hive-production-ro.prod.eu-west-1.aws.groupondev.com		GDS-29758		Migrated					gds_prod_dub1_db005hive_production
gds_prod_dub1_db005	mysql	GDS-7988	Core	online_booking_3rd_party	ol_book3rdparty_prod	0.0 GB		#N/A	10.13.110.167	gds-dub1-prod-ol-book3rdparty-rw-vip.dub1	gds-ol-book3rdparty-prod-rw.prod.eu-west-1.aws.groupondev.com	10.13.184.167	gds-dub1-prod-ol-book3rdparty-ro-vip.dub1	gds-ol-book3rdparty-prod-ro.prod.eu-west-1.aws.groupondev.com		GDS-30210		Decommissioned			DB is up and running but no app connections		gds_prod_dub1_db005ol_book3rdparty_prod
gds_prod_dub1_db005	mysql	GDS-6457			email_prod			#N/A	10.13.110.161	gds-dub1-prod-email-rw-vip.dub1		10.13.184.161	gds-dub1-prod-email-ro-vip.dub1					Unknown					gds_prod_dub1_db005email_prod
gds_prod_dub1_db005	mysql	GDS-7986	Core	availability_engine	ol_book_avail_prod	2.1 GB		#N/A	10.13.110.168	gds-dub1-prod-ol-book-avail-rw-vip.dub1	gds-ol-book-avail-prod-rw.prod.eu-west-1.aws.groupondev.com	10.13.184.168	gds-dub1-prod-ol-book-avail-ro-vip.dub1	gds-ol-book-avail-prod-ro.prod.eu-west-1.aws.groupondev.com		GDS-29759		Migrated					gds_prod_dub1_db005ol_book_avail_prod
gds_prod_dub1_db005	mysql	GDS-9492	Core	goods-outbound-controller	goods_oc_prod	311 GB		#N/A	10.13.110.173	gds-dub1-prod-goods-co-rw-vip.dub1	gds-goods-oc-prod-rw.prod.eu-west-1.aws.groupondev.com	10.13.184.173	gds-dub1-prod-goods-co-ro-vip.dub1	gds-goods-oc-prod-ro.prod.eu-west-1.aws.groupondev.com		GDS-30006		Migrated					gds_prod_dub1_db005goods_oc_prod
gds_prod_dub1_db006	postgresql	GDS-3492	Core	dcor_service	dcor_prod	114 MB	No	No	10.13.110.93	gds-dub1-prod-dcor-rw-vip.dub1	dedicated	10.13.184.93	gds-dub1-prod-dcor-ro-vip.dub1			GDS-29760		In Progress			"service will not migrate to AWS, and will instead eventually be decommed onprem without migrating"	No	gds_prod_dub1_db006dcor_prod
gds_prod_dub1_db006	postgresql	GDS-1496	Non-Core	seo-wolfhound-api-micro-service	seo_wolfhound_prod	366 MB	No	No	10.13.110.83	gds-dub1-prod-seo-wolfhound-rw-vip.dub1		10.13.184.83	gds-dub1-prod-seo-wolfhound-ro-vip.dub1					Decommissioned					gds_prod_dub1_db006seo_wolfhound_prod
gds_prod_dub1_db006	postgresql	GDS-2452			ihq_prod	5083 MB	No	No	10.13.110.88	gds-dub1-prod-ihq-rw-vip.dub1		10.13.184.88	gds-dub1-prod-ihq-ro-vip.dub1					Decommissioned					gds_prod_dub1_db006ihq_prod
gds_prod_dub1_db006	postgresql	GDS-3761			candler_prod	881 GB	PK Missing	Yes	10.13.110.97	gds-dub1-prod-candler-rw-vip.dub1		10.13.184.97	gds-dub1-prod-candler-ro-vip.dub1					Decommissioned					gds_prod_dub1_db006candler_prod
gds_prod_dub1_db006	postgresql	GDS-20812	Core	decision-engine	decision_engine_prod	9284 kB	No	No	10.13.110.86	gds-dub1-prod-decision-engine-rw-vip.dub1	dedicated	10.13.184.86	gds-dub1-prod-decision-engine-ro-vip.dub1			GDS-29761		Migrated					gds_prod_dub1_db006decision_engine_prod
gds_prod_dub1_db006	postgresql	GDS-20653	Non-Core	flux-api	flux_api_prod	8340 kB	No	No	10.13.110.85	gds-dub1-prod-flux-api-rw-vip.dub1	pg-noncore-emea-252-prod	10.13.184.85	gds-dub1-prod-flux-api-ro-vip.dub1			GDS-32763		In Progress	gds-pg-noncore-emea-252-prod-rw.prod.eu-west-1.aws.groupondev.com	gds-pg-noncore-emea-252-prod-ro.prod.eu-west-1.aws.groupondev.com		NO	gds_prod_dub1_db006flux_api_prod
gds_prod_dub1_db006	postgresql	GDS-3229	Core	deal_centre	gdc_prod	46 GB	PK Missing	Yes	10.13.110.92	gds-dub1-prod-gdc-rw-vip.dub1	dedicated	10.13.184.92	gds-dub1-prod-gdc-ro-vip.dub1			GDS-33037		Migrated				Yes	gds_prod_dub1_db006gdc_prod
gds_prod_dub1_db006	postgresql	GDS-20988			geo_isochrones_prod	7172 kB	No	No	10.13.110.90	gds-dub1-prod-geo-isochrones-rw-vip.dub1		10.13.184.90	gds-dub1-prod-geo-isochrones-ro-vip.dub1					Decommissioned					gds_prod_dub1_db006geo_isochrones_prod
gds_prod_dub1_db006	postgresql	GDS-3608	Non-Core	mx-notification-service	mepuno_prod	629 MB	PK Missing	No	10.13.110.95	gds-dub1-prod-mepuno-rw-vip.dub1	pg-noncore-emea-252-prod	10.13.184.95	gds-dub1-prod-mepuno-ro-vip.dub1			GDS-30359		In Progress	gds-pg-noncore-emea-252-prod-rw.prod.eu-west-1.aws.groupondev.com	gds-pg-noncore-emea-252-prod-ro.prod.eu-west-1.aws.groupondev.com		NO	gds_prod_dub1_db006mepuno_prod
gds_prod_dub1_db006	postgresql	GDS-21557	Core	epods	epods_prod	37 MB	PK Missing	No	10.13.110.81	gds-dub1-prod-epods-rw-vip.dub1	dedicated	10.13.184.81	gds-dub1-prod-epods-ro-vip.dub1			GDS-32145		Migrated					gds_prod_dub1_db006epods_prod
gds_prod_dub1_db006	postgresql	GDS-25268	Core	custom-fields-service	customfieldsval_prod	7180 kB	No	No	10.13.110.100	gds-dub1-prod-customfieldsval-rw-vip.dub1	dedicated	10.13.184.100	gds-dub1-prod-customfieldsval-ro-vip.dub1			GDS-19967		Migrated					gds_prod_dub1_db006customfieldsval_prod
gds_prod_dub1_db006	postgresql	GDS-24714	Core	draft-service	metro_draft_prod	454 MB	PK Missing	Yes	10.13.110.96	gds-dub1-prod-metro-draft-rw-vip.dub1	dedicated	10.13.184.96	gds-dub1-prod-metro-draft-ro-vip.dub1			GDS-28707		Migrated					gds_prod_dub1_db006metro_draft_prod
gds_prod_dub1_db006	postgresql	GDS-24189	Non-Core	seo-columbus-api	seo_columbus_prod	568 MB	No	No	10.13.110.87	gds-dub1-prod-seo-columbus-rw-vip.dub1	pg-noncore-emea-253-prod	10.13.184.87	gds-dub1-prod-seo-columbus-ro-vip.dub1			GDS-32277		In Progress	gds-pg-noncore-emea-253-prod-rw.prod.eu-west-1.aws.groupondev.com	gds-pg-noncore-emea-253-prod-ro.prod.eu-west-1.aws.groupondev.com		NO	gds_prod_dub1_db006seo_columbus_prod
gds_prod_dub1_db006	postgresql	GDS-24977	Core	draft-service	merch_change_mgmt_prod	7484 kB	No	No	10.13.110.98	gds-dub1-prod-merch-change-mgmt-rw-vip.dub1	dedicated	10.13.184.98	gds-dub1-prod-merch-change-mgmt-ro-vip.dub1			GDS-28706		Decommissioned					gds_prod_dub1_db006merch_change_mgmt_prod
gds_prod_dub1_db006	postgresql	GDS-3258	Core	inbox_management_platform	inbox_mgmt_prod	9332 kB	PK Missing	Yes	10.13.110.91	gds-dub1-prod-inbox-mgmt-rw-vip.dub1	dedicated	10.13.184.91	gds-dub1-prod-inbox-mgmt-ro-vip.dub1			GDS-32576		In Progress				Yes	gds_prod_dub1_db006inbox_mgmt_prod
gds_prod_dub1_db006	postgresql	GDS-2937	Non-Core	menu-service	menu_service_prod	7020 kB	No	No	10.13.110.89	gds-dub1-prod-menu-service-rw-vip.dub1		10.13.184.89	gds-dub1-prod-menu-service-ro-vip.dub1					Decommissioned					gds_prod_dub1_db006menu_service_prod
gds_prod_dub1_db006	postgresql	GDS-3528	Core	geodetails	tierra_prod (SUNSET)	132 MB	PK Missing	Yes	10.13.110.94	gds-dub1-prod-tierra-rw-vip.dub1	dedicated	10.13.184.94	gds-dub1-prod-tierra-ro-vip.dub1					Decommissioned					gds_prod_dub1_db006tierra_prod
gds_prod_dub1_db006	postgresql	GDS-1442	Non-Core	mx-notification-service	merchant_notif_prod	14 GB	No	No	10.13.110.82	gds-dub1-prod-merchant-notif-rw-vip.dub1	pg-noncore-emea-251-prod	10.13.184.82	gds-dub1-prod-merchant-notif-ro-vip.dub1			GDS-30573		Migrated	gds-pg-noncore-emea-251-prod-rw.prod.eu-west-1.aws.groupondev.com	gds-pg-noncore-emea-251-prod-ro.prod.eu-west-1.aws.groupondev.com			gds_prod_dub1_db006merchant_notif_prod
gds_prod_dub1_db006	postgresql	GDS-19853	Core	calendar-service	calendar_service_prod	4926 MB	PK Missing	Yes	10.13.110.84	gds-dub1-prod-calendar-service-rw-vip.dub1	dedicated	10.13.184.84	gds-dub1-prod-calendar-service-ro-vip.dub1			GDS-30652		Migrated			Missing PK Blocker		gds_prod_dub1_db006calendar_service_prod
gds_prod_dub1_db007	mysql	GDS-2447 # __SOX__	Core	cyclops	custsvc_intl_app_prod	54.8		#N/A	10.13.110.105	gds-dub1-prod-custsvc-intl-app-rw-vip.dub1	gds-custsvc-intl-app-prod-rw.prod.eu-west-1.aws.groupondev.com	10.13.184.105	gds-dub1-prod-custsvc-intl-app-ro-vip.dub1	gds-custsvc-intl-app-prod-ro.prod.eu-west-1.aws.groupondev.com		GDS-29311		Migrated					gds_prod_dub1_db007custsvc_intl_app_prod
gds_prod_dub1_db007	mysql	GDS-2563	Core		eurebro_hive_hue_prod	NOT SURE		#N/A	10.13.110.108	gds-dub1-prod-eurebro-hive-hue-rw-vip.dub1	dedicated	10.13.184.108	gds-dub1-prod-eurebro-hive-hue-ro-vip.dub1					Decommissioned			yml entries are still available		gds_prod_dub1_db007eurebro_hive_hue_prod
gds_prod_dub1_db007	mysql	GDS-1817	Core	cscs	custsvc_cscs_prod	0.1 GB		#N/A	10.13.110.102	gds-dub1-prod-custsvc-cscs-rw-vip.dub1	gds-custsvc-cscs-prod-rw.prod.eu-west-1.aws.groupondev.com	10.13.184.102	gds-dub1-prod-custsvc-cscs-ro-vip.dub1	gds-custsvc-cscs-prod-ro.prod.eu-west-1.aws.groupondev.com		GDS-32097		In Progress					gds_prod_dub1_db007custsvc_cscs_prod
gds_prod_dub1_db007	mysql	GDS-2481	Non-Core	falcon	mpp_offer	0.0 GB		#N/A	10.13.110.107	gds-dub1-prod-mpp-offer-rw-vip.dub1		10.13.184.107	gds-dub1-prod-mpp-offer-ro-vip.dub1					Decommissioned			yml entries are still available		gds_prod_dub1_db007mpp_offer
gds_prod_dub1_db007	mysql	GDS-4818	Non-Core	emea_bt_self_setup_fd	ssu_prod	0.1 GB		#N/A	10.13.110.119	gds-dub1-prod-ssu-rw-vip.dub1		10.13.184.119	gds-dub1-prod-ssu-ro-vip.dub1					Decommissioned			yml entries are still available		gds_prod_dub1_db007ssu_prod
gds_prod_dub1_db007	mysql	GDS-1663	Non-Core	pop	pop_prod	DECOMM		#N/A	10.13.110.101	gds-dub1-prod-pop-rw-vip.dub1		10.13.184.101	gds-dub1-prod-pop-ro-vip.dub1					Decommissioned			yml entries are still available		gds_prod_dub1_db007pop_prod
gds_prod_dub1_db007	mysql	GDS-3637	Core	orders	fraud_prod	3385.7		#N/A	10.13.110.115	gds-dub1-prod-fraud-rw-vip.dub1	gds-fraud-prod-rw.prod.eu-west-1.aws.groupondev.com	10.13.184.115	gds-dub1-prod-fraud-ro-vip.dub1	gds-fraud-prod-ro.prod.eu-west-1.aws.groupondev.com		GDS-30007		Migrated					gds_prod_dub1_db007fraud_prod
gds_prod_dub1_db007	mysql	GDS-3105	Core	cyclops	cyclops_india_prod	0.0 GB		#N/A	10.13.110.111	gds-dub1-prod-cyclops-india-rw-vip.dub1	dedicated	10.13.184.111	gds-dub1-prod-cyclops-india-ro-vip.dub1					Decommissioned			yml entries are still available		gds_prod_dub1_db007cyclops_india_prod
gds_prod_dub1_db007	mysql	GDS-2805	Core	killbill-payment-us	gkb_prod	NOT SURE		#N/A	10.13.110.110	gds-dub1-prod-gkb-rw-vip.dub1	dedicated	10.13.184.110	gds-dub1-prod-gkb-ro-vip.dub1					Decommissioned			yml entries are still available		gds_prod_dub1_db007gkb_prod
gds_prod_dub1_db007	mysql	GDS-2677	Non-Core		groupon_works_prod	NOT SURE		#N/A	10.13.110.109	gds-dub1-prod-groupon-works-rw-vip.dub1		10.13.184.109	gds-dub1-prod-groupon-works-ro-vip.dub1					Decommissioned			yml entries are still available		gds_prod_dub1_db007groupon_works_prod
gds_prod_dub1_db007	mysql	GDS-xxxx			goods_intl_prod			#N/A	10.13.110.121	gds-dub1-prod-goods-intl-rw-vip.dub1		10.13.184.121	gds-dub1-prod-goods-intl-ro-vip.dub1					Decommissioned			yml entries are still available		gds_prod_dub1_db007goods_intl_prod
gds_prod_dub1_db007	mysql	GDS-3400	Core	megatron	megatron_prod	0		#N/A	10.13.110.113	gds-dub1-prod-megatron-rw-vip.dub1	gds-megatron-pro-rw.prod.eu-west-1.aws.groupondev.com	10.13.184.113	gds-dub1-prod-megatron-ro-vip.dub1	gds-megatron-pro-ro.prod.eu-west-1.aws.groupondev.com		GDS-30021		In Progress					gds_prod_dub1_db007megatron_prod
gds_prod_dub1_db007	mysql	GDS-4289	Non-Core	editorial-content	editorialservice_prod	DECOMM		#N/A	10.13.110.117	gds-dub1-prod-editorialservice-rw-vip.dub1		10.13.184.117	gds-dub1-prod-editorialservice-ro-vip.dub1					Decommissioned			yml entries are still available		gds_prod_dub1_db007editorialservice_prod
gds_prod_dub1_db008	postgresql	GDS-441	Core	billing-record-service	gps_billingrecord_prod	169 GB	PK Missing	Yes	10.13.110.131	gds-dub1-prod-gps-billingrecord-svc-rw-vip.dub1	dedicated	10.13.184.131	gds-dub1-prod-gps-billingrecord-svc-ro-vip.dub1			GDS-32323		Migrated				No	gds_prod_dub1_db008gps_billingrecord_prod
gds_prod_dub1_db008	postgresql		Core	relevance	darwin_indexer_lup1	19 GB	PK Missing	Yes	10.13.110.139	gds-dub1-prod-darwin-indexer-lup1-rw-vip.dub1	dedicated	10.13.184.139	gds-dub1-prod-darwin-indexer-lup1-ro-vip.dub1			GDS-32476		Migrated					gds_prod_dub1_db008darwin_indexer_lup1
gds_prod_dub1_db008	postgresql		Non-Core	mx-merchant-reporting	merch-report-lup1	5852 MB	PK Missing	Yes	10.13.110.136	gds-dub1-prod-merch-report-rw-vip.dub1	pg-noncore-emea-253-prod	10.13.184.136	gds-dub1-prod-merch-report-ro-vip.dub1			GDS-34260		Migrated			Active conn.(working on port 20017)		gds_prod_dub1_db008merch-report-lup1
gds_prod_dub1_db008	postgresql		Non-Core	mx-merchant-preparation	merch-self-pr-lup1	715 MB	PK Missing	Yes	10.13.110.137	gds-dub1-prod-merch-self-pr-rw-vip.dub1	pg-noncore-emea-252-prod	10.13.184.137	gds-dub1-prod-merch-self-pr-ro-vip.dub1			GDS-34209		Migrated			Active conn.(working on port 20020)		gds_prod_dub1_db008merch-self-pr-lup1
gds_prod_dub1_db008	postgresql	GDS-26330	Non-Core	marketplace-ticketing-service	market_ticketing_prod	7724 kB	No	No	10.13.110.138	gds-dub1-prod-market-ticketing-rw-vip.dub1	pg-noncore-emea-252-prod	10.13.184.138	gds-dub1-prod-market-ticketing-ro-vip.dub1			GDS-32278		In Progress	gds-pg-noncore-emea-252-prod-rw.prod.eu-west-1.aws.groupondev.com	gds-pg-noncore-emea-252-prod-ro.prod.eu-west-1.aws.groupondev.com		NO	gds_prod_dub1_db008market_ticketing_prod
